id,idn,cod_libro,id_libro,numero_capitolo,lingua,titolo
Gen_33,33,Gen,1,33,it,Riconciliazione e separazione tra Giacobbe e Esaù
Gen_34,34,Gen,1,34,en,The Rape of Dinah
Gen_34,34,Gen,1,34,it,La strage di Sichem
Gen_35,35,Gen,1,35,en,Bethel Revisited
Gen_35,35,Gen,1,35,it,Di nuovo a Betel
Gen_36,36,Gen,1,36,en,Edomite Lists
Gen_36,36,Gen,1,36,it,Genealogia di Esaù
Gen_37,37,Gen,1,37,en,Joseph Sold into Egypt
Gen_37,37,Gen,1,37,it,Giuseppe e i suoi fratelli
Gen_38,38,Gen,1,38,en,Judah and Tamar
Gen_38,38,Gen,1,38,it,Giuda e Tamar
Gen_39,39,Gen,1,39,en,Joseph’s Temptation
Gen_39,39,Gen,1,39,it,"Giuseppe, interprete dei sogni, si afferma a corte"
Gen_40,40,Gen,1,40,en,The Dreams Interpreted
Gen_40,40,Gen,1,40,it,I sogni dei Ministri
Gen_41,41,Gen,1,41,en,Pharaoh’s Dream
Gen_41,41,Gen,1,41,it,I sogni del Faraone
Gen_42,42,Gen,1,42,en,The Brothers’ First Journey to Egypt
Gen_42,42,Gen,1,42,it,I fratelli di Giuseppe scendono in Egitto una prima volta
Gen_43,43,Gen,1,43,en,The Second Journey to Egypt
Gen_43,43,Gen,1,43,it,I fratelli di Giuseppe scendono di nuovo in Egitto
Gen_44,44,Gen,1,44,en,Final Test
Gen_44,44,Gen,1,44,it,La coppa di Giuseppe
Gen_45,45,Gen,1,45,en,The Truth Revealed
Gen_45,45,Gen,1,45,it,Giuseppe si fa conoscere
Gen_46,46,Gen,1,46,en,Migration to Egypt
Gen_46,46,Gen,1,46,it,I fratelli di Giuseppe e Giacobbe scendono in Egitto
Gen_47,47,Gen,1,47,en,Settlement in Goshen
Gen_47,47,Gen,1,47,it,Giuseppe e la carestia
Gen_48,48,Gen,1,48,en,Joseph’s Sons
Gen_48,48,Gen,1,48,it,Efraim e Manasse
Gen_49,49,Gen,1,49,en,Jacob’s Testament
Gen_49,49,Gen,1,49,it,Le benedizioni di Giacobbe
Gen_50,50,Gen,1,50,en,Jacob’s Funeral
Gen_50,50,Gen,1,50,it,Sepoltura di Giacobbe
Es_1,51,Es,2,1,en,Jacob’s Descendants in Egypt
Es_1,51,Es,2,1,it,In egitto: gli ebrei oppressi e liberati
Es_2,52,Es,2,2,en,Birth and Adoption of Moses
Es_2,52,Es,2,2,it,"Nascita, vocazione e missione di Mosè"
Es_3,53,Es,2,3,en,The Call and Commission of Moses
Es_3,53,Es,2,3,it,Missione di Mosè
Es_4,54,Es,2,4,en,Aaron’s Office as Assistant
Es_4,54,Es,2,4,it,Mosè con il potere dei segni
Es_5,55,Es,2,5,en,Pharaoh’s Hardness of Heart
Es_5,55,Es,2,5,it,Mosè e Aronne dal Faraone
Es_6,56,Es,2,6,en,Confirmation of the Promise to the Ancestors
Es_6,56,Es,2,6,it,Altro racconto della vocazione di Mosè
Es_7,57,Es,2,7,en,The Staff Turned into a Serpent
Es_7,57,Es,2,7,it,Le piaghe (1° e 2°)
Es_8,58,Es,2,8,en,Third Plague: The Gnats
Es_8,58,Es,2,8,it,Le piaghe (3° e 4°)
Es_9,59,Es,2,9,en,Fifth Plague:The Pestilence
Es_9,59,Es,2,9,it,"Le piaghe (5°, 6° e 7°)"
Es_10,60,Es,2,10,en,Eighth Plague: The Locusts
Es_10,60,Es,2,10,it,Le piaghe (8° e 9°)
Es_11,61,Es,2,11,en,Tenth Plague: The Death of the Firstborn
Es_11,61,Es,2,11,it,La morte dei primogeniti
Es_12,62,Es,2,12,en,The Passover Ritual Prescribed
Es_12,62,Es,2,12,it,La Pasqua
Es_13,63,Es,2,13,en,Consecration of Firstborn
Es_13,63,Es,2,13,it,La salvezza al Mar Rosso
Es_14,64,Es,2,14,en,Crossing the Red Sea
Es_14,64,Es,2,14,it,Verso il mare
Es_15,65,Es,2,15,en,At Marah and Elim
Es_15,65,Es,2,15,it,Nel deserto: le tappe verso il sinai
Es_16,66,Es,2,16,en,The Wilderness of Sin
Es_16,66,Es,2,16,it,"La manna, il cibo del deserto"
Es_17,67,Es,2,17,en,Water from the Rock
Es_17,67,Es,2,17,it,Massa e Merìba
Es_18,68,Es,2,18,en,Meeting with Jethro
Es_18,68,Es,2,18,it,Mosè ritrova la sua famiglia
Es_19,69,Es,2,19,en,Arrival at Sinai
Es_19,69,Es,2,19,it,Al sinai: alleanza e santuario
Es_20,70,Es,2,20,en,The Ten Commandments
Es_20,70,Es,2,20,it,Impegno e condizione dell'alleanza: la legge
Es_21,71,Es,2,21,en,Laws Regarding Slaves
Es_21,71,Es,2,21,it,Leggi sugli schiavi
Es_22,72,Es,2,22,en,Trusts and Loans
Es_22,72,Es,2,22,it,Danni particolari
Es_23,73,Es,2,23,en,Religious Laws
Es_23,73,Es,2,23,it,Doveri di giustizia
Es_24,74,Es,2,24,en,Ratification of the Covenant
Es_24,74,Es,2,24,it,Celebrazione dell'alleanza
Es_25,75,Es,2,25,en,Collection of Materials
Es_25,75,Es,2,25,it,Contributi per il santuario
Es_26,76,Es,2,26,en,The Tent Cloth
Es_26,76,Es,2,26,it,Contributi per il santuario (2)
Es_27,77,Es,2,27,en,The Altar for Burnt Offerings
Es_27,77,Es,2,27,it,Contributi per il santuario (3)
Es_28,78,Es,2,28,en,The Priestly Vestments
Es_28,78,Es,2,28,it,Le vesti dei sacerdoti
Es_29,79,Es,2,29,en,Consecration of the Priests
Es_29,79,Es,2,29,it,Consacrazione di Aronne e dei suoi figli
Es_30,80,Es,2,30,en,Altar of Incense
Es_30,80,Es,2,30,it,Altare dei profumi
Es_31,81,Es,2,31,en,Choice of Artisans
Es_31,81,Es,2,31,it,Gli artefici del santuario
Es_32,82,Es,2,32,en,The Golden Calf
Es_32,82,Es,2,32,it,Infedeltà del popolo e rinnovamento dell'alleanza
Es_33,83,Es,2,33,en,Moses’ Intimacy with God
Es_33,83,Es,2,33,it,Minacce di Dio. Partenza
Es_34,84,Es,2,34,en,Renewal of the Tablets
Es_34,84,Es,2,34,it,Rinnovo dell'alleanza. Tavole della legge
Es_35,85,Es,2,35,en,Sabbath Regulations
Es_35,85,Es,2,35,it,Esecuzione del progetto del santuario
Es_36,86,Es,2,36,en,The Tent Cloth and Coverings
Es_36,86,Es,2,36,it,La colletta sospesa
Es_37,87,Es,2,37,en,The Ark
Es_37,87,Es,2,37,it,L'arca
Es_38,88,Es,2,38,en,The Altar for Burnt Offerings
Es_38,88,Es,2,38,it,L'altare degli olocausti
Es_39,89,Es,2,39,en,The Priestly Vestments
Es_39,89,Es,2,39,it,Le vesti del sommo sacerdote
Es_40,90,Es,2,40,en,Setting Up the Tabernacle
Es_40,90,Es,2,40,it,Erezione e consacrazione del santuario
Lv_1,91,Lv,3,1,en,Burnt Offerings
Lv_1,91,Lv,3,1,it,Sacrifici
Lv_2,92,Lv,3,2,en,Grain Offerings
Lv_2,92,Lv,3,2,it,Oblazione
Lv_3,93,Lv,3,3,en,Communion Sacrifices
Lv_3,93,Lv,3,3,it,Sacrifici di comunione
Lv_4,94,Lv,3,4,en,Purification Offerings
Lv_4,94,Lv,3,4,it,Sacrifici per il peccato
Lv_5,95,Lv,3,5,en,Special Cases for Purification Offerings
Lv_5,95,Lv,3,5,it,Sacrificio di riparazione
Lv_6,96,Lv,3,6,en,The Daily Burnt Offering
Lv_6,96,Lv,3,6,it,Istruzioni sulla esecuzione dei sacrifici e conclusione
Lv_7,97,Lv,3,7,en,Reparation Offerings
Lv_7,97,Lv,3,7,it,Il sacrificio di riparazione
Lv_8,98,Lv,3,8,en,Ordination of Aaron and His Sons
Lv_8,98,Lv,3,8,it,Investitura dei sacerdoti e inaugurazione del culto
Lv_9,99,Lv,3,9,en,Octave of the Ordination
Lv_9,99,Lv,3,9,it,Inaugurazione del culto
Lv_10,100,Lv,3,10,en,Nadab and Abihu
Lv_10,100,Lv,3,10,it,Incidente nel culto e prescrizioni cultuali
Lv_11,101,Lv,3,11,en,Clean and Unclean Meats
Lv_11,101,Lv,3,11,it,Puro e impuro
Lv_12,102,Lv,3,12,en,Uncleanness of Childbirth
Lv_12,102,Lv,3,12,it,Parto e purità
Lv_13,103,Lv,3,13,en,Scaly Infection
Lv_13,103,Lv,3,13,it,La lebbra
Lv_14,104,Lv,3,14,en,Purification After Scaly Infection
Lv_14,104,Lv,3,14,it,Purificazione del lebbroso
Lv_15,105,Lv,3,15,en,Sexual Uncleanness
Lv_15,105,Lv,3,15,it,Impurità sessuali
Lv_16,106,Lv,3,16,en,The Day of Atonement
Lv_16,106,Lv,3,16,it,Il grande giorno dell' Espiazione
Lv_17,107,Lv,3,17,en,Sacredness of Blood
Lv_17,107,Lv,3,17,it,Legge di santita'
Lv_18,108,Lv,3,18,en,Laws Concerning Sexual Behavior
Lv_18,108,Lv,3,18,it,Prescrizioni sulle relazioni sessuali
Lv_19,109,Lv,3,19,en,Various Rules of Conduct
Lv_19,109,Lv,3,19,it,Precetti morali e rituali
Lv_20,110,Lv,3,20,en,Penalties for Various Sins
Lv_20,110,Lv,3,20,it,Legislazione penale
Lv_21,111,Lv,3,21,en,Sanctity of the Priesthood
Lv_21,111,Lv,3,21,it,Disposizioni relative ai sacerdoti e ai sacrifici
Lv_22,112,Lv,3,22,en,Priestly Purity
Lv_22,112,Lv,3,22,it,Santità nella partecipazione ai cibi sacri
Lv_23,113,Lv,3,23,en,Holy Days
Lv_23,113,Lv,3,23,it,Le riunioni sacre di Israele
Lv_24,114,Lv,3,24,en,The Sanctuary Light
Lv_24,114,Lv,3,24,it,Disposizioni cultuali e giuridiche
Lv_25,115,Lv,3,25,en,The Sabbatical Year
Lv_25,115,Lv,3,25,it,Anno sabbatico e anno giubilare
Lv_26,116,Lv,3,26,en,The Reward of Obedience
Lv_26,116,Lv,3,26,it,Benedizioni e maledizioni
Lv_27,117,Lv,3,27,en,Votive Offerings and Dedications
Lv_27,117,Lv,3,27,it,Altre norme
Nm_1,118,Nm,4,1,en,The Census
Nm_1,118,Nm,4,1,it,Preparazione del viaggio presso il sinai
Nm_2,119,Nm,4,2,en,Arrangement of the Tribes
Nm_2,119,Nm,4,2,it,Disposizione dell'accampamento
Nm_3,120,Nm,4,3,en,The Sons of Aaron
Nm_3,120,Nm,4,3,it,Censimento e funzione dei leviti
Nm_4,121,Nm,4,4,en,Duties Further Defined
Nm_4,121,Nm,4,4,it,Compiti e nuovo censimento dei leviti
Nm_5,122,Nm,4,5,en,The Unclean Expelled
Nm_5,122,Nm,4,5,it,Prescrizioni rituali
Nm_6,123,Nm,4,6,en,Laws Concerning Nazirites
Nm_6,123,Nm,4,6,it,Voto di nazireato e benedizione sacerdotale
Nm_7,124,Nm,4,7,en,Offerings of the Tribal Leaders
Nm_7,124,Nm,4,7,it,Altre prescrizioni rituali
Nm_8,125,Nm,4,8,en,The Menorah
Nm_8,125,Nm,4,8,it,Le lampade del candelabro
Nm_9,126,Nm,4,9,en,Second Passover
Nm_9,126,Nm,4,9,it,Celebrazione della Pasqua e partenza
Nm_10,127,Nm,4,10,en,The Silver Trumpets
Nm_10,127,Nm,4,10,it,Il cammino dal sinai alle steppe di moab
Nm_11,128,Nm,4,11,en,Discontent of the People
Nm_11,128,Nm,4,11,it,Mormorazioni del popolo e dono delle quaglie
Nm_12,129,Nm,4,12,en,Jealousy of Aaron and Miriam
Nm_12,129,Nm,4,12,it,Il ruolo di Mosè
Nm_13,130,Nm,4,13,en,The Twelve Scouts
Nm_13,130,Nm,4,13,it,Esplorazione della terra
Nm_14,131,Nm,4,14,en,Threats of Revolt
Nm_14,131,Nm,4,14,it,Ribellione del popolo
Nm_15,132,Nm,4,15,en,Secondary Offerings
Nm_15,132,Nm,4,15,it,Leggi cultuali e rituali
Nm_16,133,Nm,4,16,en,Rebellion of Korah
Nm_16,133,Nm,4,16,it,"Rivolta di Core, Datan e Abiràm"
Nm_17,134,Nm,4,17,en,Aaron’s Staff
Nm_17,134,Nm,4,17,it,Intercessione di Mosè e Aronne
Nm_18,135,Nm,4,18,en,The Priests’ Share of the Sacrifices
Nm_18,135,Nm,4,18,it,La parte dei sacerdoti
Nm_19,136,Nm,4,19,en,Ashes of the Red Heifer
Nm_19,136,Nm,4,19,it,La giovenca rossa e l'acqua lustrale
Nm_20,137,Nm,4,20,en,Death of Miriam
Nm_20,137,Nm,4,20,it,L'acqua dalla roccia
Nm_21,138,Nm,4,21,en,Victory over Arad
Nm_21,138,Nm,4,21,it,Conquista di Corma
Nm_22,139,Nm,4,22,en,Balaam Summoned
Nm_22,139,Nm,4,22,it,Dalle steppe di moab verso il giordano
Nm_23,140,Nm,4,23,en,The Second Oracle
Nm_23,140,Nm,4,23,it,Balaam e Balak
Nm_24,141,Nm,4,24,en,The Fourth Oracle
Nm_24,141,Nm,4,24,it,Oracoli di Balaam
Nm_25,142,Nm,4,25,en,Worship of Baal of Peor
Nm_25,142,Nm,4,25,it,Idolatria di Israele
Nm_26,143,Nm,4,26,en,The Second Census
Nm_26,143,Nm,4,26,it,Nuovo censimento
Nm_27,144,Nm,4,27,en,Zelophehad’s Daughters
Nm_27,144,Nm,4,27,it,Eredità delle donne
Nm_28,145,Nm,4,28,en,General Sacrifices
Nm_28,145,Nm,4,28,it,Sacrifici e feste
Nm_29,146,Nm,4,29,en,On New Year’s Day
Nm_29,146,Nm,4,29,it,La festa delle acclamazioni
Nm_30,147,Nm,4,30,en,Validity and Annulment of Vows
Nm_30,147,Nm,4,30,it,Leggi sui voti
Nm_31,148,Nm,4,31,en,Campaign Against the Midianites
Nm_31,148,Nm,4,31,it,Guerra contro Madian
Nm_32,149,Nm,4,32,en,Request of Gad and Reuben
Nm_32,149,Nm,4,32,it,Ruben e Gad in Transgiordania
Nm_33,150,Nm,4,33,en,Stages of the Journey
Nm_33,150,Nm,4,33,it,Riassunto del viaggio dall'Egitto a Moab
Nm_34,151,Nm,4,34,en,The Boundaries
Nm_34,151,Nm,4,34,it,Le frontiere della terra di Canaan
Nm_35,152,Nm,4,35,en,Cities for the Levites
Nm_35,152,Nm,4,35,it,Città dei leviti
Nm_36,153,Nm,4,36,en,Inheritance of Daughters
Nm_36,153,Nm,4,36,it,Eredità delle donne
Dt_1,154,Dt,5,1,en,Introduction
Dt_1,154,Dt,5,1,it,Primo discorso di mose'
Dt_2,155,Dt,5,2,en,Northward Along Edom
Dt_2,155,Dt,5,2,it,Da Kades a Moab
Dt_3,156,Dt,5,3,en,Defeat of Og
Dt_3,156,Dt,5,3,it,Divisione della Transgiordania
Dt_4,157,Dt,5,4,en,Advantages of Fidelity
Dt_4,157,Dt,5,4,it,L'autentica sapienza d'Israele e l'infedeltà di Peor
Dt_5,158,Dt,5,5,en,The Covenant at Horeb
Dt_5,158,Dt,5,5,it,Le dieci parole
Dt_6,159,Dt,5,6,en,The Great Commandment
Dt_6,159,Dt,5,6,it,Fedeltà all'alleanza nella terra promessa
Dt_7,160,Dt,5,7,en,Destruction of the Nations in the Land
Dt_7,160,Dt,5,7,it,Israele popolo consacrato
Dt_8,161,Dt,5,8,en,God’s Care
Dt_8,161,Dt,5,8,it,La prova del deserto
Dt_9,162,Dt,5,9,en,Unmerited Success
Dt_9,162,Dt,5,9,it,Dio vince per il suo popolo
Dt_10,163,Dt,5,10,en,The Lord’s Majesty and Compassion
Dt_10,163,Dt,5,10,it,La costruzione dell'arca
Dt_11,164,Dt,5,11,en,Recalling the Wonders of the Lord
Dt_11,164,Dt,5,11,it,Riassunto delle meraviglie di Dio
Dt_12,165,Dt,5,12,en,One Center of Worship
Dt_12,165,Dt,5,12,it,Il luogo di culto
Dt_13,166,Dt,5,13,en,Penalties for Enticing to Idolatry
Dt_13,166,Dt,5,13,it,Contro le seduzioni dell'idolatria
Dt_14,167,Dt,5,14,en,Improper Mourning Rites
Dt_14,167,Dt,5,14,it,Animali puri e impuri
Dt_15,168,Dt,5,15,en,Debts and the Poor
Dt_15,168,Dt,5,15,it,L'anno sabbatico
Dt_16,169,Dt,5,16,en,Feast of the Passover
Dt_16,169,Dt,5,16,it,La Pasqua
Dt_17,170,Dt,5,17,en,Judges
Dt_17,170,Dt,5,17,it,I giudici leviti
Dt_18,171,Dt,5,18,en,Priests
Dt_18,171,Dt,5,18,it,Il sacerdozio levitico
Dt_19,172,Dt,5,19,en,Cities of Refuge
Dt_19,172,Dt,5,19,it,Le città di rifugio
Dt_20,173,Dt,5,20,en,Courage in War
Dt_20,173,Dt,5,20,it,Disposizioni per la guerra santa
Dt_21,174,Dt,5,21,en,Absolution of Untraced Murder
Dt_21,174,Dt,5,21,it,Caso di omicidio occulto
Dt_22,175,Dt,5,22,en,Concern for the Neighbor
Dt_22,175,Dt,5,22,it,Restituzione e prescrizioni diverse
Dt_23,176,Dt,5,23,en,Membership in the Assembly
Dt_23,176,Dt,5,23,it,Partecipazione alle assemblee cultuali
Dt_24,177,Dt,5,24,en,Marriage Legislation
Dt_24,177,Dt,5,24,it,Il caso di divorzio
Dt_25,178,Dt,5,25,en,Limits on Punishments
Dt_25,178,Dt,5,25,it,Legge del levirato
Dt_26,179,Dt,5,26,en,Thanksgiving for the Harvest
Dt_26,179,Dt,5,26,it,Il credo cultuale d'Israele
Dt_27,180,Dt,5,27,en,The Altar on Mount Ebal
Dt_27,180,Dt,5,27,it,Benedizioni e maledizioni. conclusione dell'alleanza
Dt_28,181,Dt,5,28,en,Blessings for Obedience
Dt_28,181,Dt,5,28,it,Le benedizioni promesse
Dt_29,182,Dt,5,29,en,Past Favors Recalled
Dt_29,182,Dt,5,29,it,Resoconto storico
Dt_30,183,Dt,5,30,en,Compassion for the Repentant
Dt_30,183,Dt,5,30,it,Il ritorno dall'esilio
Dt_31,184,Dt,5,31,en,The Lord’s Leadership
Dt_31,184,Dt,5,31,it,Ultime disposizioni e morte di mose'
Dt_32,185,Dt,5,32,en,Final Appeal
Dt_32,185,Dt,5,32,it,Il cantico di Mosè
Dt_33,186,Dt,5,33,en,Blessing upon the Tribes
Dt_33,186,Dt,5,33,it,Benedizioni di Mosè
Dt_34,187,Dt,5,34,en,"Moses’ Look at Canaan, Death, Burial"
Dt_34,187,Dt,5,34,it,Morte di Mosè
Gios_1,188,Gios,6,1,en,Divine Promise of Assistance
Gios_1,188,Gios,6,1,it,Conquista della terra promessa
Gios_2,189,Gios,6,2,en,Spies Saved by Rahab
Gios_2,189,Gios,6,2,it,Spedizione delle spie a Gerico
Gios_3,190,Gios,6,3,en,Preparations for Crossing the Jordan
Gios_3,190,Gios,6,3,it,Passaggio del Giordano
Gios_4,191,Gios,6,4,en,Memorial Stones
Gios_4,191,Gios,6,4,it,Le dodici pietre commemorative e l'arrivo a Gàlgata
Gios_5,192,Gios,6,5,en,Rites at Gilgal
Gios_5,192,Gios,6,5,it,Giosuè e gli Israeliti a Gàlgata
Gios_6,193,Gios,6,6,en,The Fall of Jericho
Gios_6,193,Gios,6,6,it,Conquista di Gerico
Gios_7,194,Gios,6,7,en,Defeat at Ai
Gios_7,194,Gios,6,7,it,Acan viola l'interdetto e viene punito
Gios_8,195,Gios,6,8,en,Capture of Ai
Gios_8,195,Gios,6,8,it,Conquista di Ai
Gios_9,196,Gios,6,9,en,Confederacy Against Israel
Gios_9,196,Gios,6,9,it,Alleanza con gli abitanti di Gàbaon
Gios_10,197,Gios,6,10,en,The Siege of Gibeon
Gios_10,197,Gios,6,10,it,"Fèrmati, sole, su Gàbaon"
Gios_11,198,Gios,6,11,en,Northern Confederacy
Gios_11,198,Gios,6,11,it,Conquista della parte settentrionale della terra di Canaan
Gios_12,199,Gios,6,12,en,Lists of Conquered Kings
Gios_12,199,Gios,6,12,it,I re vinti
Gios_13,200,Gios,6,13,en,Division of Land Commanded
Gios_13,200,Gios,6,13,it,Ripartizione della terra promessa
Gios_14,201,Gios,6,14,en,The Western Tribes
Gios_14,201,Gios,6,14,it,Le tribù a occidente del Giordano e la parte di Caleb
Gios_15,202,Gios,6,15,en,Boundaries of Judah
Gios_15,202,Gios,6,15,it,La porzione della tribù di Giuda
Gios_16,203,Gios,6,16,en,The Joseph Tribes
Gios_16,203,Gios,6,16,it,La porzione delle tribù di Efraim e Manasse
Gios_17,204,Gios,6,17,en,Manasseh
Gios_17,204,Gios,6,17,it,La tribù di Manasse
Gios_18,205,Gios,6,18,en,The Seven Remaining Portions
Gios_18,205,Gios,6,18,it,Divisione della terra tra le altre sette tribù
Gios_19,206,Gios,6,19,en,Simeon
Gios_19,206,Gios,6,19,it,La tribù di Simeone
Gios_20,207,Gios,6,20,en,Cities of Refuge
Gios_20,207,Gios,6,20,it,Le città di rifugio
Gios_21,208,Gios,6,21,en,Levitical Cities
Gios_21,208,Gios,6,21,it,Le città levitiche
Gios_22,209,Gios,6,22,en,The Eastern Tribes Dismissed
Gios_22,209,Gios,6,22,it,Episodi conclusivi
Gios_23,210,Gios,6,23,en,Joshua’s Final Plea
Gios_23,210,Gios,6,23,it,Discorso d'addio di Giosuè
Gios_24,211,Gios,6,24,en,Covenant Ceremony
Gios_24,211,Gios,6,24,it,Solenne alleanza di Sichem
Gdc_1,212,Gdc,7,1,en,Canaanites in Palestine
Gdc_1,212,Gdc,7,1,it,Due introduzioni
Gdc_2,213,Gdc,7,2,en,Infidelities of the Israelites
Gdc_2,213,Gdc,7,2,it,Condotta d'Israele nel tempo dei giudici
Gdc_3,214,Gdc,7,3,en,Othniel
Gdc_3,214,Gdc,7,3,it,Storia dei giudici
Gdc_4,215,Gdc,7,4,en,Deborah and Barak
Gdc_4,215,Gdc,7,4,it,Dèbora e Barak
Gdc_5,216,Gdc,7,5,en,Song of Deborah
Gdc_5,216,Gdc,7,5,it,Cantico di Dèbora
Gdc_6,217,Gdc,7,6,en,The Call of Gideon
Gdc_6,217,Gdc,7,6,it,Gedeone
Gdc_7,218,Gdc,7,7,en,Defeat of Midian
Gdc_7,218,Gdc,7,7,it,Il Signore riduce l'esercito di Gedeone
Gdc_8,219,Gdc,7,8,en,Gideon’s Son Abimelech
Gdc_8,219,Gdc,7,8,it,Suscettibilità degli Efraimiti
Gdc_9,220,Gdc,7,9,en,False King Abimelech
Gdc_9,220,Gdc,7,9,it,Il regno di Abimèlech
Gdc_10,221,Gdc,7,10,en,Tola
Gdc_10,221,Gdc,7,10,it,Tola e Iair
Gdc_11,222,Gdc,7,11,en,Jephthah
Gdc_11,222,Gdc,7,11,it,Iefte pone le condizioni
Gdc_12,223,Gdc,7,12,en,The Shibboleth Incident
Gdc_12,223,Gdc,7,12,it,Tre giudici minori
Gdc_13,224,Gdc,7,13,en,The Birth of Samson
Gdc_13,224,Gdc,7,13,it,Sansone
Gdc_14,225,Gdc,7,14,en,Marriage of Samson
Gdc_14,225,Gdc,7,14,it,Il matrimonio di Sansone
Gdc_15,226,Gdc,7,15,en,Samson Defeats the Philistines
Gdc_15,226,Gdc,7,15,it,Sansone brucia le messi dei Filistei
Gdc_16,227,Gdc,7,16,en,Samson and Delilah
Gdc_16,227,Gdc,7,16,it,L'episodio delle porte di Gaza
Gdc_17,228,Gdc,7,17,en,Micah and the Levite
Gdc_17,228,Gdc,7,17,it,Due appendici
Gdc_18,229,Gdc,7,18,en,Migration of the Danites
Gdc_18,229,Gdc,7,18,it,I Daniti alla ricerca di un territorio
Gdc_19,230,Gdc,7,19,en,The Levite from Ephraim
Gdc_19,230,Gdc,7,19,it,Il delitto di Gàbaa e la guerra contro Beniamino
Gdc_20,231,Gdc,7,20,en,Assembly of Israelites
Gdc_20,231,Gdc,7,20,it,Gli Israeliti si impegnano a vendicare il delitto di Gànaa
Gdc_21,232,Gdc,7,21,en,Ensuring a Future for Benjamin
Gdc_21,232,Gdc,7,21,it,I rimpianti degli Israeliti
Rut_1,233,Rut,8,1,en,Naomi in Moab
